
0,500,255,50.00
0,500,255,50.00
1,500,255,50.00
1,500,255,50.00
1,500,255,50.00
2,500,255,50.00
2,500,255,50.00
3,500,255,50.00
3,500,255,50.00
4,500,255,50.00
5,500,255,50.00
5,500,255,50.00
6,500,255,50.00
7,500,255,50.00
8,500,255,50.00
9,500,255,50.00
10,500,255,50.00
11,500,255,50.00
12,500,255,50.00
13,500,255,50.00
14,500,255,50.00
15,500,255,50.00
17,500,255,50.00
18,500,255,50.00
19,500,255,50.00
20,500,255,50.00
21,500,255,50.00
23,500,255,50.00
24,500,255,50.00
25,500,255,50.00
27,500,255,50.00
28,500,255,50.00
29,471,255,50.00
31,471,255,50.00
32,471,255,50.00
33,471,255,50.00
35,471,255,50.00
36,471,255,50.00
38,471,255,50.00
40,471,255,50.00
41,471,255,50.00
43,471,255,50.00
44,471,255,50.00
46,471,255,50.00
48,471,255,50.00
49,471,255,50.00
51,471,255,50.00
53,471,255,50.00
55,471,255,50.00
56,471,255,50.00
58,471,255,50.00
60,471,255,50.00
62,471,255,50.00
64,471,255,50.00
66,471,255,50.00
68,471,255,50.00
69,471,255,50.00
71,471,255,50.00
73,471,255,50.00
75,471,255,50.00
77,471,255,50.00
79,471,255,50.00
81,471,255,50.00
83,471,255,50.00
85,471,255,50.00
87,414,255,50.00
89,414,255,50.00
91,414,255,50.00
93,414,255,50.00
95,414,255,50.00
97,414,255,50.00
99,414,255,50.00
101,414,255,50.00
104,414,255,50.00
106,414,255,50.00
108,414,255,50.00
110,414,255,50.00
113,414,255,50.00
115,414,255,50.00
117,414,255,50.00
120,414,255,50.00
122,414,255,50.00
124,414,255,50.00
126,414,255,50.00
129,414,255,50.00
131,414,255,50.00
134,414,255,50.00
136,414,255,50.00
138,414,255,50.00
140,414,255,50.00
143,414,255,50.00
145,414,255,50.00
148,414,255,50.00
150,414,255,50.00
152,414,255,50.00
155,414,255,50.00
157,343,255,50.00
160,343,255,50.00
162,343,255,50.00
164,343,255,50.00
167,343,255,50.00
169,343,255,50.00
172,343,255,50.00
174,343,255,50.00
176,343,255,50.00
179,343,255,50.00
181,343,255,50.00
184,343,255,50.00
186,343,255,50.00
189,343,255,50.00
191,343,255,50.00
194,343,255,50.00
196,343,255,50.00
199,343,255,50.00
201,343,255,50.00
204,343,255,50.00
206,343,255,50.00
209,343,255,50.00
211,343,255,50.00
214,343,255,50.00
216,343,255,50.00
219,343,255,50.00
222,343,255,50.00
224,343,255,50.00
227,343,255,50.00
229,343,255,50.00
232,343,255,50.00
234,266,255,50.00
237,266,255,50.00
