
0,500,255,50.00
0,500,255,50.00
0,500,255,50.00
1,500,255,50.00
1,500,255,50.00
2,500,255,50.00
2,500,255,50.00
2,500,255,50.00
3,500,255,50.00
4,500,255,50.00
4,500,255,50.00
5,500,255,50.00
6,500,255,50.00
7,500,255,50.00
8,500,255,50.00
9,500,255,50.00
9,500,255,50.00
10,500,255,50.00
12,500,255,50.00
13,500,255,50.00
14,500,255,50.00
15,500,255,50.00
16,500,255,50.00
18,500,255,50.00
19,500,255,50.00
20,500,255,50.00
22,500,255,50.00
23,500,255,50.00
25,500,255,50.00
26,500,255,50.00
28,500,255,50.00
29,500,255,50.00
30,470,255,50.00
32,470,255,50.00
33,470,255,50.00
35,470,255,50.00
36,470,255,50.00
38,470,255,50.00
40,470,255,50.00
41,470,255,50.00
43,470,255,50.00
44,470,255,50.00
46,470,255,50.00
47,470,255,50.00
49,470,255,50.00
50,470,255,50.00
52,470,255,50.00
54,470,255,50.00
55,470,255,50.00
57,470,255,50.00
59,470,255,50.00
60,470,255,50.00
62,470,255,50.00
64,470,255,50.00
66,470,255,50.00
68,470,255,50.00
69,470,255,50.00
71,470,255,50.00
73,470,255,50.00
75,470,255,50.00
77,470,255,50.00
79,470,255,50.00
81,470,255,50.00
83,470,255,50.00
85,470,255,50.00
87,415,255,50.00
89,415,255,50.00
91,415,255,50.00
93,415,255,50.00
95,415,255,50.00
97,415,255,50.00
99,415,255,50.00
101,415,255,50.00
103,415,255,50.00
106,415,255,50.00
108,415,255,50.00
110,415,255,50.00
112,415,255,50.00
114,415,255,50.00
117,415,255,50.00
119,415,255,50.00
121,415,255,50.00
123,415,255,50.00
126,415,255,50.00
128,415,255,50.00
130,415,255,50.00
133,415,255,50.00
135,415,255,50.00
137,415,255,50.00
139,415,255,50.00
142,415,255,50.00
144,415,255,50.00
146,415,255,50.00
149,415,255,50.00
151,415,255,50.00
153,415,255,50.00
156,344,255,50.00
158,344,255,50.00
161,344,255,50.00
163,344,255,50.00
165,344,255,50.00
168,344,255,50.00
171,344,255,50.00
173,344,255,50.00
175,344,255,50.00
178,344,255,50.00
180,344,255,50.00
183,344,255,50.00
185,344,255,50.00
188,344,255,50.00
190,344,255,50.00
193,344,255,50.00
195,344,255,50.00
198,344,255,50.00
200,344,255,50.00
203,344,255,50.00
205,344,255,50.00
208,344,255,50.00
210,344,255,50.00
213,344,255,50.00
215,344,255,50.00
218,344,255,50.00
221,344,255,50.00
223,344,255,50.00
226,344,255,50.00
228,344,255,50.00
231,344,255,50.00
233,267,255,50.00
236,267,255,50.00
