0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 0
0.00, 0.00, 0.00, 0.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 134
0.00, 30.00, 0.00, 30.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 167
14.00, 16.00, 14.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 162
30.00, 0.00, 16.00, 46.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -13.00, 13.00, 33.00, 135
43.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
44.00, -14.00, 1.00, 19.00, 100
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
41.00, -11.00, -3.00, 8.00, 69
